model,domain_id,target_id,casp_round,pdb_id,chain_id,should_use,target_qc_status,qc_reason,reference_coverage,mapping_identity,mapping_coverage,resolved_ca_count,expected_mapped_residue_count,chain_assignment_confidence,target_length,residue_start,residue_end,sequence_start,sequence_end,success,score_success,gdt_ts,lddt_ca,tm_score,rmsd_ca,gdc_sc,global_lddt,molprobity,runtime_sec,carbon_emissions_g,energy_consumed_kwh,input_fasta,output_structure,log_file,error_message,score_error
esmfold,T1194,T1194,CASP15,8OKH,A,Check,Check,multiple equivalent chains match,0.982036,1.000000,0.994048,164,167,high,168,22,185,1,168,true,,0.9710365853658536,0.9402898922524372,,,,,,87,1.2164022078522754,0.0025608467533732113,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1194.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1194/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1194_esmfold.log,,missing score
esmfold,T0272s2,T0272s2,CASP16,9C3C,a,Check,Check,multiple equivalent chains match,0.972393,1.000000,0.898072,317,326,medium,363,25,350,1,363,true,,0.0276203966005665,0.2172670717592592,,,,,,343,4.875800329837507,0.01026484279965791,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T0272s2.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T0272s2/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T0272s2_esmfold.log,,missing score
esmfold,T0272s3,T0272s3,CASP16,9C3C,b,Check,Check,multiple equivalent chains match,0.823899,1.000000,1.000000,262,318,high,318,57,318,1,318,true,,0.0240384615384615,0.175415949512335,,,,,,271,3.8419746937128982,0.00808836777623768,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T0272s3.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T0272s3/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T0272s3_esmfold.log,,missing score
esmfold,T0272s4,T0272s4,CASP16,9C3C,d,Check,Check,multiple equivalent chains match,0.930796,1.000000,1.000000,269,289,high,289,21,289,1,289,true,,0.0158450704225352,0.176095278604849,,,,,,222,3.1296705703242873,0.006588780148051131,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T0272s4.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T0272s4/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T0272s4_esmfold.log,,missing score
esmfold,T0272s5,T0272s5,CASP16,9C3C,g,Check,Check,multiple equivalent chains match,0.907216,1.000000,1.000000,264,291,high,291,28,291,1,291,true,,0.0163230240549828,0.1960336027222458,,,,,,229,3.241770405802999,0.006824779801690524,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T0272s5.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T0272s5/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T0272s5_esmfold.log,,missing score
esmfold,T0272s6,T0272s6,CASP16,9C3C,A,Check,Check,reference coverage below threshold 0.641,0.641026,1.000000,1.000000,400,624,high,624,63,653,1,624,true,,0.285,0.8487196765498652,,,,,,1031,14.75813867794882,0.03106976563778699,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T0272s6.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T0272s6/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T0272s6_esmfold.log,,missing score
esmfold,T0272s7,T0272s7,CASP16,9C3C,B,No,No,chain mapping below threshold identity=1.000 coverage=0.599,1.000000,1.000000,0.599174,145,145,low,242,654,798,1,242,true,,0.0165289256198347,0.2005415737496018,,,,,,137,1.9360020953645076,0.004075793884977911,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T0272s7.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T0272s7/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T0272s7_esmfold.log,,missing score
esmfold,T0272s8,T0272s8,CASP16,9C3C,V,Check,Check,reference coverage below threshold 0.356; multiple equivalent chains match,0.355746,1.000000,1.000000,291,818,high,818,1,291,1,818,true,,0.0075566750629722,0.1265544780376497,,,,,,1996,28.442256513210385,0.05987843476465344,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T0272s8.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T0272s8/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T0272s8_esmfold.log,,missing score
esmfold,T0272s9,T0272s9,CASP16,9C3C,n,Check,Check,reference coverage below threshold 0.735; multiple equivalent chains match,0.735294,1.000000,1.000000,175,238,high,238,42,216,1,238,true,,0.0021097046413502,0.1829616923956546,,,,,,140,1.976119848112962,0.004160252311816762,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T0272s9.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T0272s9/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T0272s9_esmfold.log,,missing score
esmfold,T1212,T1212,CASP16,9B0L,P,Check,Check,multiple equivalent chains match,1.000000,1.000000,1.000000,466,466,high,466,53,518,1,466,true,,0.4141630901287554,0.7449958490914123,,,,,,557,7.953931013428499,0.016745117923007365,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1212.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1212/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1212_esmfold.log,,missing score
esmfold,T1227s1,T1227s1,CASP16,9N8W,A,Yes,Yes,prefiltered A1 protein target with mapped residue range,0.918033,1.000000,1.000000,392,427,high,427,27,418,1,427,true,,0.8220663265306123,0.8900329489291599,,,,,,473,6.746362831264071,0.014202869118450676,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1227s1.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1227s1/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1227s1_esmfold.log,,missing score
esmfold,T1266,T1266,CASP16,8QFB,A,Check,Check,multiple equivalent chains match,0.886905,1.000000,1.000000,298,336,high,336,563,860,1,336,true,,0.5511744966442953,0.6562329885683179,,,,,,310,4.419703649955761,0.009304639263064761,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1266.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1266/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1266_esmfold.log,,missing score
esmfold,T1272s2,T1272s2,CASP16,9C3C,a,Check,Check,multiple equivalent chains match,0.972393,1.000000,0.898072,317,326,medium,363,25,350,1,363,true,,0.0276203966005665,0.2172670717592592,,,,,,340,4.852463584822638,0.01021571281015292,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1272s2.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1272s2/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1272s2_esmfold.log,,missing score
esmfold,T1272s3,T1272s3,CASP16,9C3C,b,Check,Check,multiple equivalent chains match,0.823899,1.000000,1.000000,262,318,high,318,57,318,1,318,true,,0.0240384615384615,0.175415949512335,,,,,,261,3.6976680281220413,0.007784564269730614,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1272s3.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1272s3/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1272s3_esmfold.log,,missing score
esmfold,T1272s4,T1272s4,CASP16,9C3C,d,Check,Check,multiple equivalent chains match,0.930796,1.000000,1.000000,269,289,high,289,21,289,1,289,true,,0.0158450704225352,0.176095278604849,,,,,,224,3.193208679582322,0.006722544588594362,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1272s4.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1272s4/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1272s4_esmfold.log,,missing score
esmfold,T1272s5,T1272s5,CASP16,9C3C,g,Check,Check,multiple equivalent chains match,0.907216,1.000000,1.000000,264,291,high,291,28,291,1,291,true,,0.0163230240549828,0.1960336027222458,,,,,,225,3.2416841020347804,0.0068245981095469066,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1272s5.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1272s5/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1272s5_esmfold.log,,missing score
esmfold,T1272s6,T1272s6,CASP16,9C3C,A,Check,Check,reference coverage below threshold 0.641,0.641026,1.000000,1.000000,400,624,high,624,63,653,1,624,true,,0.285,0.8487196765498652,,,,,,1041,14.99862100214702,0.03157604421504636,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1272s6.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1272s6/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1272s6_esmfold.log,,missing score
esmfold,T1272s7,T1272s7,CASP16,9C3C,B,No,No,chain mapping below threshold identity=1.000 coverage=0.599,1.000000,1.000000,0.599174,145,145,low,242,654,798,1,242,true,,0.0165289256198347,0.2005415737496018,,,,,,141,1.9900073719824412,0.00418948920417356,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1272s7.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1272s7/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1272s7_esmfold.log,,missing score
esmfold,T1272s8,T1272s8,CASP16,9C3C,V,Check,Check,reference coverage below threshold 0.356; multiple equivalent chains match,0.355746,1.000000,1.000000,291,818,high,818,1,291,1,818,true,,0.0075566750629722,0.1265544780376497,,,,,,1887,27.001592470643516,0.05684545783293372,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1272s8.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1272s8/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1272s8_esmfold.log,,missing score
esmfold,T1272s9,T1272s9,CASP16,9C3C,n,Check,Check,reference coverage below threshold 0.735; multiple equivalent chains match,0.735294,1.000000,1.000000,175,238,high,238,42,216,1,238,true,,0.0021097046413502,0.1829616923956546,,,,,,135,1.9006954306777222,0.0040014640645846785,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1272s9.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1272s9/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1272s9_esmfold.log,,missing score
esmfold,T1280,T1280,CASP16,9F5M,AAA,Check,Check,multiple equivalent chains match,0.995745,1.000000,0.991561,234,235,high,237,615,848,1,237,true,,0.9540598290598292,0.9533615497314016,,,,,,135,1.8865417017118966,0.003971666740446098,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1280.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1280/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1280_esmfold.log,,missing score
esmfold,T1299,T1299,CASP16,9FJL,A,Yes,Yes,prefiltered A1 protein target with mapped residue range,1.000000,1.000000,1.000000,168,168,high,168,1,168,1,168,true,,0.9449404761904762,0.9417835941716136,,,,,,89,1.2227961121711968,0.0025743076045709407,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1299.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1299/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1299_esmfold.log,,missing score
esmfold,T2272s2,T2272s2,CASP16,9C3C,a,Check,Check,multiple equivalent chains match,0.972393,1.000000,0.898072,317,326,medium,363,25,350,1,363,true,,0.0276203966005665,0.2172670717592592,,,,,,349,4.968056024538674,0.010459065314818262,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T2272s2.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T2272s2/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T2272s2_esmfold.log,,missing score
esmfold,T2272s3,T2272s3,CASP16,9C3C,b,Check,Check,multiple equivalent chains match,0.823899,1.000000,1.000000,262,318,high,318,57,318,1,318,true,,0.0240384615384615,0.175415949512335,,,,,,261,3.7739032423306815,0.007945059457538277,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T2272s3.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T2272s3/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T2272s3_esmfold.log,,missing score
esmfold,T2272s4,T2272s4,CASP16,9C3C,d,Check,Check,multiple equivalent chains match,0.930796,1.000000,1.000000,269,289,high,289,21,289,1,289,true,,0.0158450704225352,0.176095278604849,,,,,,228,3.307717554857598,0.006963615904963364,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T2272s4.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T2272s4/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T2272s4_esmfold.log,,missing score
esmfold,T2272s5,T2272s5,CASP16,9C3C,g,Check,Check,multiple equivalent chains match,0.907216,1.000000,1.000000,264,291,high,291,28,291,1,291,true,,0.0163230240549828,0.1960336027222458,,,,,,237,3.441017875247919,0.007244248158416671,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T2272s5.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T2272s5/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T2272s5_esmfold.log,,missing score
esmfold,T2272s6,T2272s6,CASP16,9C3C,A,Check,Check,reference coverage below threshold 0.641,0.641026,1.000000,1.000000,400,624,high,624,63,653,1,624,true,,0.285,0.8487196765498652,,,,,,1040,15.335346424219194,0.03228493984046146,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T2272s6.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T2272s6/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T2272s6_esmfold.log,,missing score
esmfold,T2272s7,T2272s7,CASP16,9C3C,B,No,No,chain mapping below threshold identity=1.000 coverage=0.599,1.000000,1.000000,0.599174,145,145,low,242,654,798,1,242,true,,0.0165289256198347,0.2005415737496018,,,,,,140,2.010152383348364,0.004231899754417608,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T2272s7.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T2272s7/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T2272s7_esmfold.log,,missing score
esmfold,T2272s8,T2272s8,CASP16,9C3C,V,Check,Check,reference coverage below threshold 0.356; multiple equivalent chains match,0.355746,1.000000,1.000000,291,818,high,818,1,291,1,818,true,,0.0075566750629722,0.1265544780376497,,,,,,1882,27.468190245910797,0.05782776893875957,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T2272s8.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T2272s8/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T2272s8_esmfold.log,,missing score
esmfold,T2272s9,T2272s9,CASP16,9C3C,n,Check,Check,reference coverage below threshold 0.735; multiple equivalent chains match,0.735294,1.000000,1.000000,175,238,high,238,42,216,1,238,true,,0.0021097046413502,0.1829616923956546,,,,,,139,2.013118092055238,0.004238143351695238,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T2272s9.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T2272s9/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T2272s9_esmfold.log,,missing score
esmfold,T2280,T2280,CASP16,9F5M,AAA,Check,Check,multiple equivalent chains match,0.995745,1.000000,0.991561,234,235,high,237,615,848,1,237,true,,0.9540598290598292,0.9533615497314016,,,,,,135,1.9331174178967143,0.0040697208797825565,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T2280.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T2280/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T2280_esmfold.log,,missing score
omegafold,T1104,T1104,CASP15,7ROA,A,Yes,Yes,prefiltered A1 protein target with mapped residue range,0.871212,1.000000,1.000000,115,132,high,117,58,189,1,117,true,,0.3586956521739131,0.4949753507773985,,,,,,22,0.5077497323365114,0.0010689468049189714,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1104.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1104/omegafold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1104_omegafold.log,,missing score
omegafold,T1106s1,T1106s1,CASP15,7QIH,B,No,No,chain mapping below threshold identity=1.000 coverage=0.615; multiple equivalent chains match,0.946667,1.000000,0.614754,71,75,low,122,50,120,1,122,true,,0.2323943661971831,0.8194635488308115,,,,,,23,0.520534958717842,0.0010958630709849305,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1106s1.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1106s1/omegafold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1106s1_omegafold.log,,missing score
omegafold,T1106s2,T1106s2,CASP15,7QIH,A,Check,Check,multiple equivalent chains match,0.909836,1.000000,1.000000,111,122,high,114,2,112,1,114,true,,0.8941441441441442,0.920838823012736,,,,,,22,0.48857105184577815,0.001028570635464796,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1106s2.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1106s2/omegafold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1106s2_omegafold.log,,missing score
omegafold,T1112,T1112,CASP15,8ORK,AAA,Check,Check,multiple equivalent chains match,0.973913,1.000000,1.000000,448,460,high,460,2,460,1,460,true,,,,,,,,,170,5.685005056628089,0.011968431698164398,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1112.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1112/omegafold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1112_omegafold.log,,missing score
omegafold,T1114s1,T1114s1,CASP15,7UTD,Q,No,No,chain mapping below threshold identity=1.000 coverage=0.317; multiple equivalent chains match,0.983333,1.000000,0.317460,59,60,low,189,20,78,1,189,true,,0.385593220338983,0.8254807692307693,,,,,,32,0.9067323110335197,0.0019089101284916203,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1114s1.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1114s1/omegafold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1114s1_omegafold.log,,missing score
omegafold,T1114s2,T1114s2,CASP15,7UTD,B,Check,Check,multiple equivalent chains match,0.872629,1.000000,1.000000,322,369,high,369,2,323,1,369,true,,0.5458074534161491,0.6369101377286069,,,,,,102,3.3924304489245296,0.007141958839841115,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1114s2.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1114s2/omegafold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1114s2_omegafold.log,,missing score
omegafold,T1114s3,T1114s3,CASP15,7UTD,A,Check,Check,multiple equivalent chains match,0.998051,1.000000,0.958879,512,513,high,535,4,516,1,535,true,,0.720703125,0.7343406103146749,,,,,,246,8.514118838732237,0.0179244607131205,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1114s3.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1114s3/omegafold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1114s3_omegafold.log,,missing score
omegafold,T1120,T1120,CASP15,7QVB,B,Check,Check,multiple equivalent chains match,0.970213,1.000000,1.000000,228,235,high,235,4,231,1,235,true,,0.2445175438596491,0.8613421113421114,,,,,,44,1.3062981263152316,0.0027501013185583824,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1120.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1120/omegafold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1120_omegafold.log,,missing score
omegafold,T1122,T1122,CASP15,8BBT,A,Yes,Yes,prefiltered A1 protein target with mapped residue range,0.954357,1.000000,1.000000,230,241,high,241,4,237,1,241,true,,0.1847826086956521,0.4713800904977375,,,,,,46,1.3687270047098927,0.002881530536231353,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1122.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1122/omegafold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1122_omegafold.log,,missing score
omegafold,T1129s2,T1129s2,CASP15,8A8C,B,Yes,Yes,prefiltered A1 protein target with mapped residue range,0.825000,1.000000,1.000000,528,640,high,640,41,640,1,640,true,,0.0093495934959349,0.1235436458146621,,,,,,388,12.867693764609783,0.027089881609704807,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1129s2.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1129s2/omegafold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1129s2_omegafold.log,,missing score
omegafold,T1133,T1133,CASP15,8DYS,A,Check,Check,reference coverage below threshold 0.699,0.699145,1.000000,1.000000,409,585,high,585,4,427,1,585,true,,0.8973105134474328,0.9042098980809844,,,,,,331,11.046800475589121,0.023256422053871833,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1133.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1133/omegafold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1133_omegafold.log,,missing score
omegafold,T1134s1,T1134s1,CASP15,7UBZ,A,Check,Check,multiple equivalent chains match,1.000000,1.000000,1.000000,230,230,high,230,1,230,1,230,true,,0.8891304347826087,0.900326221125022,,,,,,43,1.2689796394662654,0.0026715360830868746,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1134s1.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1134s1/omegafold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1134s1_omegafold.log,,missing score
omegafold,T1134s2,T1134s2,CASP15,7UBZ,D,Check,Check,reference coverage below threshold 0.645; multiple equivalent chains match,0.645367,1.000000,1.000000,202,313,high,313,168,472,1,313,true,,0.0350877192982456,0.2004202432045779,,,,,,80,2.4825340988923994,0.005226387576615578,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1134s2.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1134s2/omegafold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1134s2_omegafold.log,,missing score
omegafold,T1137s1,T1137s1,CASP15,8FEF,A,Yes,Yes,prefiltered A1 protein target with mapped residue range,0.958435,1.000000,1.000000,392,409,high,409,18,409,1,409,true,,0.0369897959183673,0.7733175355450237,,,,,,150,4.805749240764648,0.010117366822662417,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1137s1.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1137s1/omegafold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1137s1_omegafold.log,,missing score
omegafold,T1137s2,T1137s2,CASP15,8FEF,B,Yes,Yes,prefiltered A1 protein target with mapped residue range,0.976676,1.000000,1.000000,335,343,high,343,2,343,1,343,true,,0.0,0.5056381342901076,,,,,,95,3.0234205421093523,0.006365095878124952,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1137s2.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1137s2/omegafold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1137s2_omegafold.log,,missing score
omegafold,T1137s3,T1137s3,CASP15,8FEF,C,Check,Check,reference coverage below threshold 0.592,0.591603,1.000000,1.000000,310,524,high,524,1,310,1,524,true,,0.0,0.2749289099526066,,,,,,247,8.124773680033462,0.01710478669480729,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1137s3.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1137s3/omegafold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1137s3_omegafold.log,,missing score
omegafold,T1137s4,T1137s4,CASP15,8FEF,D,Check,Check,reference coverage below threshold 0.704,0.703839,1.000000,1.000000,385,547,high,547,42,468,1,547,true,,0.0,0.2948791714614499,,,,,,286,9.45267976789537,0.019900378458727094,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1137s4.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1137s4/omegafold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1137s4_omegafold.log,,missing score
